e   192	0
e   193	-1
e   194	1
e   195	0
e   196	0
e   197	-1
e   198	1
e   199	0
e   200	0
e   201	1
e   202	0
e   203	1
e   204	0
e   205	1
e   206	1
e   207	1
e   208	0
e   209	1
e   210	-1
e   211	0
e   212	0
e   213	-1
e   214	1
e   215	1
e   216	0
e   217	0
e   218	0
e   219	1
e   220	0
e   221	-1
e   222	1
e   223	1
e   224	-1
e   225	-1
e   226	0
e   227	0
e   228	1
e   229	1
e   230	0
e   231	0
e   232	-1
e   233	0
e   234	0
e   235	0
e   236	-1
e   237	-1
e   238	0
e   239	-1
e   240	1
e   241	1
e   242	-1
e   243	-1
e   244	0
e   245	0
e   246	1
e   247	-1
e   248	0
e   249	0
e   250	1
e   251	-1
e   252	0
e   253	0
e   254	0
e   255	-1
e   256	0
e   257	1
e   258	0
e   259	1
e   260	-1
e   261	-1
e   262	0
e   263	-1
e   264	1
e   265	0
e   266	-1
e   267	-1
e   268	1
e   269	1
e   270	-1
e   271	1
e   272	-1
e   273	0
e   274	0
e   275	-1
e   276	-1
e   277	1
e   278	0
e   279	1
e   280	0
e   281	1
e   282	0
e   283	0
e   284	-1
e   285	0
e   286	-1
e   287	1
e   288	1
e   289	0
e   290	0
e   291	-1
e   292	0
e   293	0
e   294	1
e   295	1
e   296	0
e   297	-1
e   298	0
e   299	0
e   300	0
e   301	-1
e   302	1
e   303	1
e   304	1
e   305	0
e   306	1
e   307	0
e   308	1
e   309	1
e   310	0
e   311	0
e   312	0
e   313	1
e   314	1
e   315	-1
e   316	-1
e   317	1
e   318	1
e   319	0
e   320	0
e   321	-1
e   322	0
e   323	1
e   324	1
e   325	1
e   326	-1
e   327	0
e   328	0
e   329	0
e   330	1
e   331	1
e   332	0
e   333	0
e   334	1
e   335	0
e   336	1
e   337	1
e   338	0
e   339	0
e   340	1
e   341	0
e   342	1
e   343	1
e   344	0
e   345	1
e   346	-1
e   347	0
e   348	1
e   349	0
e   350	0
e   351	0
e   352	0
e   353	1
e   354	-1
e   355	1
e   356	-1
e   357	1
e   358	1
e   359	1
e   360	-1
e   361	0
e   362	1
e   363	0
e   364	0
e   365	-1
e   366	0
e   367	0
e   368	0
e   369	-1
e   370	-1
e   371	1
e   372	0
e   373	-1
e   374	1
e   375	0
e   376	1
e   377	1
e   378	-1
e   379	-1
e   380	-1
e   381	0
e   382	0
e   383	1
e   384	0
e   385	0
e   386	-1
e   387	0
e   388	0
e   389	-1
e   390	-1
e   391	0
e   392	-1
e   393	0
e   394	-1
e   395	0
e   396	0
e   397	-1
e   398	0
e   399	0
e   400	0
e   401	0
e   402	-1
e   403	0
e   404	1
e   405	0
e   406	0
e   407	0
e   408	1
e   409	0
e   410	1
e   411	1
e   412	0
e   413	1
e   414	-1
e   415	0
e   416	0
e   417	1
e   418	1
e   419	-1
e   420	1
e   421	-1
e   422	-1
e   423	-1
e   424	1
e   425	0
e   426	1
e   427	1
e   428	0
e   429	0
e   430	0
e   431	0
e   432	1
e   433	-1
e   434	-1
e   435	1
e   436	0
e   437	-1
e   438	1
e   439	0
e   440	-1
e   441	0
e   442	0
e   443	-1
e   444	1
e   445	0
e   446	1
e   447	0
e   448	1
e   449	0
e   450	-1
e   451	0
e   452	0
e   453	0
e   454	1
e   455	-1
e   456	1
e   457	0
e   458	0
e   459	0
e   460	0
e   461	1
e   462	-1
e   463	0
e   464	0
e   465	1
e   466	0
e   467	0
e   468	0
e   469	1
e   470	-1
e   471	0
e   472	1
e   473	-1
e   474	1
e   475	0
e   476	-1
e   477	0
e   478	0
e   479	0
e   480	0
e   481	0
e   482	0
e   483	0
e   484	1
e   485	0
e   486	0
e   487	0
e   488	-1
e   489	1
e   490	-1
e   491	-1
e   492	1
e   493	0
e   494	-1
e   495	0
e   496	0
e   497	-1
e   498	0
e   499	0
e   500	0
e   501	-1
e   502	0
e   503	0
e   504	1
e   505	0
e   506	0
e   507	0
e   508	0
e   509	-1
e   510	-1
e   511	1
e   512	1
e   513	1
e   514	-1
e   515	0
e   516	1
e   517	1
e   518	1
e   519	0
e   520	1
e   521	0
e   522	-1
e   523	1
e   524	0
e   525	1
e   526	0
e   527	0
e   528	1
e   529	0
e   530	-1
e   531	1
e   532	0
e   533	0
e   534	0
e   535	1
e   536	0
e   537	1
e   538	-1
e   539	0
e   540	1
e   541	-1
e   542	1
e   543	1
e   544	0
e   545	0
e   546	0
e   547	1
e   548	0
e   549	0
e   550	0
e   551	1
e   552	0
e   553	-1
e   554	0
e   555	0
e   556	0
e   557	1
e   558	1
e   559	0
e   560	1
e   561	1
e   562	-1
e   563	0
e   564	1
e   565	-1
e   566	1
e   567	-1
e   568	-1
e   569	1
e   570	0
e   571	0
e   572	-1
e   573	0
e   574	0
e   575	-1
e   576	0
e   577	-1
e   578	-1
e   579	0
e   580	0
e   581	0
e   582	0
e   583	0
e   584	0
e   585	-1
e   586	-1
e   587	0
e   588	0
e   589	0
e   590	1
e   591	0
e   592	0
e   593	0
e   594	0
e   595	-1
e   596	0
e   597	-1
e   598	0
e   599	0
e   600	0
e   601	1
e   602	-1
e   603	1
e   604	0
e   605	1
e   606	0
e   607	1
e   608	-1
e   609	1
e   610	1
e   611	0
e   612	0
e   613	0
e   614	-1
e   615	0
e   616	0
e   617	0
e   618	-1
e   619	0
e   620	0
e   621	0
e   622	1
e   623	0
e   624	-1
e   625	1
e   626	0
e   627	1
e   628	1
e   629	1
e   630	-1
e   631	0
e   632	-1
e   633	0
e   634	0
e   635	0
e   636	1
e   637	0
e   638	0
e   639	1
e   640	0
e   641	-1
e   642	0
e   643	-1
e   644	-1
e   645	0
e   646	0
e   647	1
e   648	0
e   649	1
e   650	-1
e   651	-1
e   652	-1
e   653	0
e   654	0
e   655	0
e   656	-1
e   657	0
e   658	0
e   659	0
e   660	1
e   661	0
e   662	0
e   663	-1
e   664	1
e   665	1
e   666	0
e   667	0
e   668	1
e   669	-1
e   670	1
e   671	-1
e   672	0
e   673	0
e   674	1
e   675	1
e   676	0
e   677	0
e   678	0
e   679	-1
e   680	-1
e   681	0
e   682	-1
e   683	-1
e   684	0
e   685	0
e   686	-1
e   687	1
e   688	1
e   689	1
e   690	0
e   691	1
e   692	0
e   693	0
e   694	0
e   695	-1
e   696	0
e   697	1
e   698	0
e   699	-1
e   700	1
e   701	-1
e   702	1
e   703	-1
e   704	1
e   705	1
e   706	0
e   707	1
e   708	1
e   709	-1
e   710	1
e   711	0
e   712	0
e   713	1
e   714	0
e   715	-1
e   716	1
e   717	-1
e   718	1
e   719	0
e   720	-1
e   721	1
e   722	1
e   723	0
e   724	0
e   725	1
e   726	1
e   727	1
e   728	0
e   729	1
e   730	0
e   731	0
e   732	0
e   733	1
e   734	0
e   735	0
e   736	1
e   737	0
e   738	0
e   739	0
e   740	0
e   741	0
e   742	0
e   743	1
e   744	-1
e   745	1
e   746	0
e   747	1
e   748	1
e   749	1
e   750	-1
e   751	1
e   752	0
e   753	0
e   754	-1
e   755	-1
e   756	0
e   757	0
e   758	-1
e   759	0
e   760	0
e   761	-1
e   762	0
e   763	0
e   764	-1
e   765	0
e   766	0
e   767	-1
e   768	1
e   769	0
e   770	-1
e   771	0
e   772	1
e   773	0
e   774	0
e   775	0
e   776	1
e   777	1
e   778	0
e   779	-1
e   780	1
e   781	0
e   782	1
e   783	0
e   784	1
e   785	-1
e   786	0
e   787	-1
e   788	0
e   789	0
e   790	1
e   791	1
e   792	1
e   793	0
e   794	0
e   795	1
e   796	0
e   797	0
e   798	-1
e   799	0
e   800	-1
e   801	-1
e   802	0
e   803	1
e   804	0
e   805	0
e   806	0
e   807	0
e   808	1
e   809	0
e   810	-1
e   811	-1
e   812	0
e   813	0
e   814	-1
e   815	-1
e   816	1
e   817	0
e   818	1
e   819	1
e   820	0
e   821	1
e   822	-1
e   823	1
e   824	0
e   825	-1
e   826	0
e   827	0
e   828	0
e   829	1
e   830	-1
e   831	-1
e   832	0
e   833	1
e   834	0
e   835	1
e   836	1
e   837	0
e   838	0
e   839	1
e   840	1
e   841	1
e   842	0
e   843	-1
e   844	1
e   845	0
e   846	0
e   847	-1
e   848	0
e   849	0
e   850	0
e   851	1
e   852	-1
e   853	-1
e   854	-1
e   855	0
e   856	0
e   857	-1
e   858	0
e   859	0
e   860	1
e   861	1
e   862	-1
e   863	-1
e   864	0
e   865	1
e   866	1
e   867	0
e   868	0
e   869	1
e   870	0
e   871	0
e   872	0
e   873	1
e   874	1
e   875	1
e   876	-1
e   877	-1
e   878	-1
e   879	0
e   880	0
e   881	-1
e   882	0
e   883	0
e   884	0
e   885	0
e   886	-1
e   887	1
e   888	1
e   889	0
e   890	-1
e   891	-1
e   892	1
e   893	-1
e   894	1
e   895	0
e   896	0
e   897	0
e   898	-1
e   899	0
e   900	0
e   901	1
e   902	1
e   903	1
e   904	1
e   905	0
e   906	0
e   907	0
e   908	-1
e   909	-1
e   910	0
e   911	0
e   912	0
e   913	1
e   914	0
e   915	0
e   916	0
e   917	1
e   918	1
e   919	0
e   920	1
e   921	-1
e   922	0
e   923	-1
e   924	0
e   925	0
e   926	1
e   927	1
e   928	-1
e   929	1
e   930	0
e   931	-1
e   932	0
e   933	1
e   934	1
e   935	0
e   936	0
e   937	0
e   938	-1
e   939	0
e   940	-1
e   941	1
e   942	0
e   943	1
e   944	-1
e   945	0
e   946	0
e   947	0
e   948	0
e   949	0
e   950	1
e   951	1
e   952	0
e   953	1
e   954	0
e   955	-1
e   956	1
e   957	-1
e   958	0
e   959	0
e   960	0
e   961	0
e   962	0
e   963	1
e   964	1
e   965	0
e   966	0
e   967	0
e   968	0
e   969	1
e   970	1
e   971	1
e   972	-1
e   973	1
e   974	1
e   975	-1
e   976	-1
e   977	1
e   978	1
e   979	0
e   980	0
e   981	-1
e   982	1
e   983	1
e   984	0
e   985	0
e   986	1
e   987	0
e   988	0
e   989	-1
e   990	0
e   991	1
e   992	0
e   993	0
e   994	0
e   995	-1
e   996	-1
e   997	1
e   998	-1
e   999	1
e  1000	0
