e   193	1
e   194	0
e   195	1
e   196	1
e   197	1
e   198	0
e   199	0
e   200	0
e   201	1
e   202	1
e   203	0
e   204	0
e   205	-1
e   206	0
e   207	-1
e   208	0
e   209	0
e   210	-1
e   211	1
e   212	1
e   213	0
e   214	1
e   215	0
e   216	0
e   217	0
e   218	1
e   219	0
e   220	0
e   221	0
e   222	0
e   223	1
e   224	0
e   225	0
e   226	1
e   227	0
e   228	1
e   229	-1
e   230	1
e   231	-1
e   232	1
e   233	-1
e   234	1
e   235	1
e   236	-1
e   237	1
e   238	1
e   239	0
e   240	0
e   241	1
e   242	1
e   243	-1
e   244	0
e   245	0
e   246	1
e   247	-1
e   248	1
e   249	-1
e   250	1
e   251	1
e   252	-1
e   253	1
e   254	0
e   255	0
e   256	0
e   257	1
e   258	-1
e   259	0
e   260	0
e   261	0
e   262	1
e   263	1
e   264	1
e   265	-1
e   266	-1
e   267	0
e   268	0
e   269	1
e   270	-1
e   271	0
e   272	0
e   273	0
e   274	0
e   275	-1
e   276	0
e   277	0
e   278	1
e   279	0
e   280	0
e   281	1
e   282	1
e   283	1
e   284	0
e   285	1
e   286	1
e   287	-1
e   288	0
e   289	0
e   290	0
e   291	1
e   292	0
e   293	1
e   294	0
e   295	0
e   296	0
e   297	0
e   298	0
e   299	-1
e   300	1
e   301	0
e   302	1
e   303	0
e   304	0
e   305	0
e   306	-1
e   307	1
e   308	1
e   309	0
e   310	1
e   311	0
e   312	1
e   313	-1
e   314	-1
e   315	0
e   316	1
e   317	0
e   318	1
e   319	0
e   320	-1
e   321	0
e   322	0
e   323	0
e   324	1
e   325	-1
e   326	1
e   327	0
e   328	-1
e   329	0
e   330	1
e   331	0
e   332	0
e   333	-1
e   334	-1
e   335	0
e   336	1
e   337	-1
e   338	0
e   339	1
e   340	-1
e   341	0
e   342	1
e   343	0
e   344	0
e   345	1
e   346	1
e   347	0
e   348	1
e   349	0
e   350	0
e   351	1
e   352	0
e   353	0
e   354	1
e   355	1
e   356	0
e   357	1
e   358	0
e   359	1
e   360	0
e   361	0
e   362	1
e   363	1
e   364	-1
e   365	0
e   366	1
e   367	-1
e   368	1
e   369	1
e   370	0
e   371	0
e   372	-1
e   373	-1
e   374	0
e   375	1
e   376	1
e   377	-1
e   378	-1
e   379	0
e   380	0
e   381	0
e   382	0
e   383	1
e   384	-1
e   385	0
e   386	0
e   387	-1
e   388	0
e   389	-1
e   390	0
e   391	0
e   392	0
e   393	-1
e   394	0
e   395	0
e   396	0
e   397	-1
e   398	0
e   399	-1
e   400	0
e   401	-1
e   402	1
e   403	1
e   404	0
e   405	1
e   406	-1
e   407	0
e   408	0
e   409	-1
e   410	0
e   411	0
e   412	1
e   413	-1
e   414	0
e   415	1
e   416	0
e   417	-1
e   418	-1
e   419	0
e   420	-1
e   421	0
e   422	1
e   423	-1
e   424	1
e   425	-1
e   426	-1
e   427	0
e   428	1
e   429	-1
e   430	-1
e   431	0
e   432	-1
e   433	0
e   434	0
e   435	0
e   436	0
e   437	0
e   438	1
e   439	-1
e   440	-1
e   441	0
e   442	0
e   443	0
e   444	1
e   445	0
e   446	-1
e   447	0
e   448	0
e   449	0
e   450	1
e   451	1
e   452	-1
e   453	0
e   454	0
e   455	1
e   456	1
e   457	1
e   458	0
e   459	-1
e   460	1
e   461	0
e   462	1
e   463	1
e   464	0
e   465	0
e   466	0
e   467	0
e   468	0
e   469	0
e   470	0
e   471	0
e   472	0
e   473	1
e   474	-1
e   475	-1
e   476	1
e   477	0
e   478	1
e   479	1
e   480	0
e   481	0
e   482	0
e   483	1
e   484	0
e   485	0
e   486	0
e   487	0
e   488	0
e   489	0
e   490	0
e   491	-1
e   492	1
e   493	0
e   494	1
e   495	1
e   496	-1
e   497	0
e   498	0
e   499	-1
e   500	0
e   501	-1
e   502	-1
e   503	1
e   504	-1
e   505	-1
e   506	1
e   507	1
e   508	1
e   509	0
e   510	-1
e   511	-1
e   512	-1
e   513	1
e   514	-1
e   515	1
e   516	0
e   517	0
e   518	0
e   519	1
e   520	0
e   521	1
e   522	0
e   523	0
e   524	1
e   525	0
e   526	0
e   527	0
e   528	1
e   529	1
e   530	-1
e   531	-1
e   532	1
e   533	1
e   534	-1
e   535	-1
e   536	-1
e   537	-1
e   538	-1
e   539	1
e   540	1
e   541	-1
e   542	1
e   543	-1
e   544	0
e   545	1
e   546	0
e   547	0
e   548	-1
e   549	0
e   550	0
e   551	1
e   552	0
e   553	0
e   554	-1
e   555	-1
e   556	0
e   557	1
e   558	-1
e   559	1
e   560	-1
e   561	0
e   562	0
e   563	0
e   564	0
e   565	1
e   566	1
e   567	-1
e   568	0
e   569	1
e   570	1
e   571	0
e   572	0
e   573	1
e   574	0
e   575	0
e   576	0
e   577	0
e   578	1
e   579	1
e   580	0
e   581	0
e   582	-1
e   583	-1
e   584	1
e   585	0
e   586	0
e   587	1
e   588	0
e   589	1
e   590	0
e   591	0
e   592	0
e   593	0
e   594	-1
e   595	-1
e   596	1
e   597	0
e   598	0
e   599	-1
e   600	1
e   601	0
e   602	-1
e   603	1
e   604	1
e   605	-1
e   606	-1
e   607	0
e   608	0
e   609	-1
e   610	-1
e   611	1
e   612	0
e   613	0
e   614	1
e   615	0
e   616	1
e   617	-1
e   618	1
e   619	0
e   620	0
e   621	1
e   622	-1
e   623	-1
e   624	1
e   625	1
e   626	-1
e   627	0
e   628	-1
e   629	-1
e   630	-1
e   631	1
e   632	-1
e   633	-1
e   634	0
e   635	0
e   636	0
e   637	1
e   638	0
e   639	0
e   640	0
e   641	0
e   642	1
e   643	0
e   644	0
e   645	0
e   646	0
e   647	0
e   648	-1
e   649	1
e   650	-1
e   651	-1
e   652	0
e   653	1
e   654	-1
e   655	1
e   656	0
e   657	0
e   658	0
e   659	1
e   660	0
e   661	0
e   662	0
e   663	0
e   664	1
e   665	1
e   666	0
e   667	0
e   668	-1
e   669	-1
e   670	1
e   671	1
e   672	0
e   673	0
e   674	-1
e   675	0
e   676	0
e   677	0
e   678	0
e   679	0
e   680	-1
e   681	-1
e   682	-1
e   683	0
e   684	0
e   685	0
e   686	0
e   687	0
e   688	1
e   689	1
e   690	0
e   691	0
e   692	1
e   693	0
e   694	1
e   695	-1
e   696	1
e   697	1
e   698	0
e   699	1
e   700	0
e   701	-1
e   702	0
e   703	-1
e   704	0
e   705	1
e   706	0
e   707	0
e   708	-1
e   709	1
e   710	-1
e   711	1
e   712	-1
e   713	1
e   714	0
e   715	-1
e   716	1
e   717	1
e   718	0
e   719	-1
e   720	1
e   721	1
e   722	0
e   723	0
e   724	0
e   725	0
e   726	0
e   727	1
e   728	0
e   729	-1
e   730	0
e   731	0
e   732	-1
e   733	-1
e   734	1
e   735	1
e   736	0
e   737	1
e   738	-1
e   739	0
e   740	0
e   741	0
e   742	-1
e   743	0
e   744	1
e   745	1
e   746	1
e   747	0
e   748	0
e   749	1
e   750	0
e   751	0
e   752	0
e   753	0
e   754	1
e   755	0
e   756	0
e   757	1
e   758	0
e   759	0
e   760	0
e   761	1
e   762	0
e   763	-1
e   764	-1
e   765	-1
e   766	-1
e   767	-1
e   768	1
e   769	0
e   770	1
e   771	1
e   772	-1
e   773	-1
e   774	0
e   775	1
e   776	-1
e   777	0
e   778	0
e   779	1
e   780	0
e   781	0
e   782	-1
e   783	0
e   784	-1
e   785	1
e   786	-1
e   787	0
e   788	0
e   789	1
e   790	0
e   791	1
e   792	0
e   793	0
e   794	-1
e   795	1
e   796	1
e   797	1
e   798	1
e   799	1
e   800	0
e   801	0
e   802	1
e   803	0
e   804	-1
e   805	1
e   806	0
e   807	0
e   808	0
e   809	1
e   810	-1
e   811	0
e   812	-1
e   813	0
e   814	0
e   815	0
e   816	0
e   817	0
e   818	1
e   819	-1
e   820	-1
e   821	1
e   822	0
e   823	1
e   824	-1
e   825	0
e   826	0
e   827	-1
e   828	0
e   829	0
e   830	0
e   831	0
e   832	0
e   833	0
e   834	1
e   835	-1
e   836	0
e   837	1
e   838	0
e   839	0
e   840	0
e   841	-1
e   842	1
e   843	0
e   844	0
e   845	-1
e   846	0
e   847	1
e   848	0
e   849	1
e   850	1
e   851	0
e   852	0
e   853	0
e   854	1
e   855	0
e   856	1
e   857	-1
e   858	0
e   859	0
e   860	1
e   861	0
e   862	0
e   863	0
e   864	-1
e   865	-1
e   866	1
e   867	-1
e   868	0
e   869	0
e   870	1
e   871	0
e   872	0
e   873	-1
e   874	0
e   875	1
e   876	1
e   877	0
e   878	0
e   879	0
e   880	-1
e   881	0
e   882	-1
e   883	0
e   884	1
e   885	1
e   886	0
e   887	1
e   888	0
e   889	0
e   890	-1
e   891	0
e   892	1
e   893	0
e   894	-1
e   895	0
e   896	-1
e   897	0
e   898	0
e   899	0
e   900	1
e   901	0
e   902	1
e   903	0
e   904	0
e   905	0
e   906	-1
e   907	-1
e   908	0
e   909	0
e   910	0
e   911	-1
e   912	0
e   913	-1
e   914	1
e   915	0
e   916	-1
e   917	1
e   918	1
e   919	0
e   920	1
e   921	-1
e   922	0
e   923	-1
e   924	1
e   925	1
e   926	1
e   927	1
e   928	1
e   929	0
e   930	-1
e   931	0
e   932	0
e   933	0
e   934	1
e   935	1
e   936	1
e   937	1
e   938	1
e   939	0
e   940	1
e   941	-1
e   942	0
e   943	0
e   944	1
e   945	0
e   946	-1
e   947	-1
e   948	0
e   949	0
e   950	1
e   951	0
e   952	1
e   953	1
e   954	0
e   955	-1
e   956	1
e   957	-1
e   958	1
e   959	1
e   960	0
e   961	0
e   962	1
e   963	0
e   964	0
e   965	1
e   966	0
e   967	-1
e   968	-1
e   969	0
e   970	0
e   971	0
e   972	0
e   973	0
e   974	0
e   975	-1
e   976	0
e   977	1
e   978	1
e   979	-1
e   980	1
e   981	1
e   982	-1
e   983	-1
e   984	-1
e   985	0
e   986	1
e   987	1
e   988	0
e   989	1
e   990	-1
e   991	0
e   992	-1
e   993	0
e   994	0
e   995	0
e   996	0
e   997	0
e   998	1
e   999	0
e  1000	1
